Date,Tracker_ID,Lat,Lon,Status
04-15-2025,LF,45.41538,-73.92449,Unclear
04-15-2025,LF,45.41459,-73.92367,Empty
04-15-2025,LF,45.41493,-73.92269,Full
04-15-2025,LF,45.41557,-73.92277,Unclear
04-15-2025,LF,45.41533,-73.92135,Empty
04-15-2025,LF,45.41446,-73.91948,Full
04-17-2025,LF,45.41266,-73.92284,Unclear
04-17-2025,LF,45.41402,-73.92243,Empty
04-19-2025,LF,45.41430,-73.91784,Unclear
04-19-2025,LF,45.41447,-73.91917,Full
04-19-2025,LF,45.41511,-73.91819,Empty
04-19-2025,LF,45.41539,-73.91819,Empty
04-19-2025,LF,45.41557,-73.91822,Unclear
04-19-2025,LF,45.41647,-73.91876,Empty
04-19-2025,LF,45.41361,-73.91623,Unclear
04-19-2025,LF,45.41087,-73.91590,Empty
04-19-2025,LF,45.40927,-73.91576,Full
04-19-2025,LF,45.40907,-73.91573,Unclear
04-19-2025,LF,45.40590,-73.93566,Unclear
04-19-2025,LF,45.40628,-73.93568,Empty
04-19-2025,LF,45.40712,-73.93442,Full
04-19-2025,LF,45.40737,-73.93446,Full
04-09-2025,FPL,45.46109,-73.63585,Empty
04-09-2025,FPL,45.46061,-73.64000,Full
04-09-2025,FPL,45.46410,-73.63737,Empty
04-12-2025,FPL,45.47424,-73.63873,Full
04-12-2025,FPL,45.47677,-73.63727,Full
04-12-2025,FPL,45.47223,-73.64442,Unclear
04-12-2025,FPL,45.46991,-73.64622,Full
04-18-2025,FPL,45.46085,-73.65132,Full
04-18-2025,FPL,45.46165,-73.65378,Full
04-18-2025,FPL,45.46186,-73.65414,Full
04-23-2025,FPL,45.45047,-73.64507,Empty
04-23-2025,FPL,45.45056,-73.64407,Full
04-23-2025,FPL,45.45210,-73.64156,Empty
04-23-2025,FPL,45.45268,-73.64126,Full
04-23-2025,FPL,45.45425,-73.63573,Full
04-23-2025,FPL,45.45100,-73.63712,Full
04-23-2025,FPL,45.45182,-73.63912,Unclear
04-23-2025,FPL,45.44969,-73.64146,Full
04-25-2025,FPL,45.46199,-73.63065,Full
04-25-2025,FPL,45.45996,-73.63393,Full
04-25-2025,FPL,45.46962,-73.63258,Full
04-28-2025,FPL,45.47274,-73.63452,Full
04-28-2025,FPL,45.47355,-73.63644,Unclear
04-28-2025,FPL,45.47215,-73.63741,Unclear
04-28-2025,FPL,45.47280,-73.63940,Full
04-28-2025,FPL,45.47003,-73.63466,Full
04-28-2025,FPL,45.46746,-73.63510,Full
04-30-2025,FPL,45.45589,-73.64753,Empty
04-30-2025,FPL,45.45749,-73.65159,Unclear
04-30-2025,FPL,45.45765,-73.65369,Full
04-30-2025,FPL,45.45599,-73.64957,Full
04-30-2025,FPL,45.45466,-73.65041,Full
04-30-2025,FPL,45.45657,-73.65298,Empty
04-30-2025,FPL,45.45307,-73.64797,Full
04-30-2025,FPL,45.45651,-73.65514,Full
