"","ID","Date","Site","Lat","Lon","Type","randist","randang","randLat","randLon"
"1","104","2023-11-08",1,45.43043,-73.93925,"random",54.2997492710128,27.2129933629185,-73.9389326825134,45.4308644909405
"2","104","2023-12-08",1,45.43006,-73.93851,"random",226.797824841924,345.696579376236,-73.9392260447262,45.432037385891
"3","104","2024-01-05",1,45.43012,-73.93965,"random",8.50742412731051,272.629532441497,-73.9397586000985,45.4301235117535
"4","104","2024-01-08",1,45.43045,-73.93928,"random",69.1944700665772,338.061678120866,-73.9396103577289,45.4310275031109
"5","104","2024-01-15",1,45.43018,-73.93822,"random",30.6803468149155,209.724962403998,-73.938414396083,45.4299402729376
"6","104","2024-01-22",1,45.42994,-73.93845,"random",263.935910677537,223.094452684745,-73.9407542163525,45.4282058286317
"7","104","2024-02-02",1,45.4132,-73.92882,"random",188.423535134643,196.629109494388,-73.9295088340795,45.4115755294998
"8","104","2024-02-07",1,45.42998,-73.93848,"random",213.997080666013,218.147145984694,-73.9401690814286,45.4284657456813
"9","104","2024-02-12",1,45.42993,-73.93852,"random",145.178550551645,132.43017654866,-73.9371506983267,45.4290486660464
"10","104","2024-02-22",1,45.42966,-73.93817,"random",290.179246198386,108.207508614287,-73.9346476029217,45.4288441358956
"11","104","2024-02-26",1,45.42961,-73.93842,"random",183.525271341205,253.038696320727,-73.9406631782635,45.4291282524918
"12","104","2024-03-08",1,45.4287,-73.93804,"random",227.498423843645,42.8482134081423,-73.9360629624811,45.4302007207343
"13","104","2024-03-13",1,45.42764,-73.93806,"random",133.167056925595,230.796941919252,-73.9393786006944,45.4268826512551
"14","104","2024-03-20",1,45.43014,-73.93768,"random",5.98036595620215,153.2516085729,-73.9376456045893,45.4300919488193
"15","104","2024-03-25",1,45.42984,-73.93834,"random",98.6460212152451,336.955724889413,-73.9388334476812,45.4306567541779
"16","104","2024-04-01",1,45.429,-73.93858,"random",270.393750281073,331.583648817614,-73.940224323268,45.4311397612021
"17","104","2024-04-07",1,45.43071,-73.9391,"random",74.792238813825,226.791467769071,-73.939796618908,45.4302492560951
"18","104","2024-04-23",1,45.42995,-73.93901,"random",161.785372789018,330.671974187717,-73.9400226609071,45.4312191071156
"19","104","2024-05-03",1,45.42987,-73.93817,"random",49.3126024492085,66.8729348201305,-73.9375904872805,45.4300442702338
"20","107","2023-11-10",6,45.45859,-73.64829,"random",276.179608795792,163.059963723645,-73.6472612085673,45.4562128626233
"21","107","2023-11-16",6,45.45552,-73.6439,"random",149.132782872766,129.801856717095,-73.6424352589935,45.4546610336421
"22","107","2023-12-06",6,45.46281,-73.6427,"random",114.558151178062,110.925916805863,-73.6413318600374,45.4624418493802
"23","107","2023-12-12",6,45.46296,-73.64321,"random",251.007328578271,200.141687169671,-73.644315103232,45.460839650851
"24","107","2023-12-28",6,45.46288,-73.64301,"random",144.233006285504,163.034967212006,-73.6424718992359,45.4616387227463
"25","107","2023-12-31",6,45.46469,-73.64299,"random",6.77031478844583,143.186064111069,-73.6429381261476,45.4646412310931
"26","107","2024-01-02",6,45.4651,-73.6422,"random",225.297336839139,293.571743080392,-73.6448404702391,45.4659106140079
"27","107","2024-01-11",6,45.4644,-73.64455,"random",270.417746482417,267.835768880323,-73.6480052324956,45.4643080638903
"28","107","2024-01-27",6,45.46531,-73.6426,"random",14.3610142869875,213.833201872185,-73.6427022410506,45.4652026663659
"29","107","2024-03-08",6,45.46519,-73.64182,"random",91.3113248068839,200.318495370448,-73.6422254200444,45.4644195387158
"30","107","2024-03-09",6,45.46519,-73.64226,"random",56.8658221280202,326.764414245263,-73.6426585286573,45.4656179601537
"31","107","2024-03-15",6,45.46548,-73.64286,"random",67.2251273179427,249.146677181125,-73.6436632816515,45.4652646795693
"32","108","2023-11-10",6,45.46144,-73.64198,"random",169.219747348689,222.870033597574,-73.6434519631668,45.4603240999395
"33","108","2023-11-11",6,45.46158,-73.64183,"random",201.391441072337,144.898171098903,-73.640349350711,45.4600975044158
"34","108","2023-11-19",6,45.46233,-73.64172,"random",172.165995743126,277.367397844791,-73.6439031592121,45.4625286196598
"35","108","2023-11-20",6,45.46229,-73.64165,"random",298.038384807296,284.415805600584,-73.6453407952497,45.4629575507481
"36","108","2023-12-06",6,45.46289,-73.63876,"random",112.860625935718,251.250170851126,-73.6401264678554,45.4625635812382
"37","108","2023-12-12",6,45.46263,-73.63867,"random",173.649961967021,299.544193586335,-73.640601642668,45.4634004105743
"38","108","2023-12-13",6,45.4625,-73.63889,"random",105.613289005123,287.144813211635,-73.6401803812052,45.4627801193943
"39","108","2023-12-20",6,45.46305,-73.63871,"random",19.1933107562363,95.226331204176,-73.6384656103451,45.4630342690351
"40","108","2023-12-28",6,45.46186,-73.63499,"random",293.86607373599,297.24276361987,-73.6383306448865,45.4630703130925
"41","108","2023-12-31",6,45.46324,-73.63822,"random",156.590781686828,94.1345475800335,-73.6362230027477,45.4631383995658
"42","108","2024-01-11",6,45.46244,-73.63453,"random",215.702593233436,206.439237920567,-73.6357579540537,45.4607021831025
"43","108","2024-01-18",6,45.46178,-73.63506,"random",288.579884986393,210.043367268518,-73.6369072268728,45.4595323111957
"44","108","2024-01-27",6,45.46211,-73.63666,"random",214.460339164361,288.576263152063,-73.6392592589865,45.4627246852728
"45","108","2024-02-03",6,45.46339,-73.63755,"random",41.0568798193708,313.954863259569,-73.6379279175558,45.463646405851
"46","108","2024-02-08",6,45.46248,-73.63495,"random",270.858524367213,66.8093616049737,-73.6317665524714,45.463439655606
"47","108","2024-02-11",6,45.46385,-73.63631,"random",32.4287435039878,214.581835158169,-73.6365453455194,45.4636097719989
"48","108","2024-02-15",6,45.46202,-73.63409,"random",108.183115278371,143.427792163566,-73.6332658349555,45.4612382627446
"49","108","2024-02-16",6,45.4628,-73.63595,"random",266.415853472427,342.192597845569,-73.636991793102,45.4650822510946
