"","ID","Date","Site","Lat","Lon","Type","randist","randang","randLat","randLon"
"1","206","2022-10-16",1,45.43182,-73.94016,"random",54.2997492710128,148.79777460359,-73.939800517669,45.4314021041348
"2","206","2022-10-18",1,45.43274,-73.93947,"random",226.797824841924,306.32750001736,-73.9418050763638,45.4339488542838
"3","206","2022-10-19",1,45.43177,-73.93979,"random",8.50742412731051,201.207970278338,-73.9398293290524,45.4316986374717
"4","206","2022-10-20",1,45.43274,-73.9394,"random",69.1944700665772,34.0055668260902,-73.9389054510556,45.4332561131304
"5","206","2022-10-21",1,45.43288,-73.93983,"random",30.6803468149155,117.818758953363,-73.9394832370593,45.432751173144
"6","206","2022-10-23",1,45.43272,-73.94019,"random",263.935910677537,197.38834454678,-73.9411979502538,45.4304537200365
"7","206","2022-10-24",1,45.4329,-73.93967,"random",188.423535134643,339.658383401111,-73.940507064735,45.4344896353887
"8","206","2022-10-25",1,45.43278,-73.93943,"random",213.997080666013,261.058302121237,-73.9421315019216,45.4324806936497
"9","206","2022-10-26",1,45.43155,-73.93923,"random",145.178550551645,291.923422124237,-73.9409511024658,45.4320377032572
"10","206","2022-10-28",1,45.43321,-73.93961,"random",290.179246198386,137.102862931788,-73.9370858757763,45.4312972657398
"11","206","2022-10-29",1,45.43268,-73.93939,"random",183.525271341205,201.678956709802,-73.9402563566561,45.4311455007317
"12","206","2022-10-30",1,45.43232,-73.94023,"random",227.498423843645,128.464792119339,-73.9379536887175,45.4310467058215
"13","206","2022-11-02",1,45.43353,-73.93987,"random",133.167056925595,353.177984347567,-73.9400721553106,45.4347197057327
"14","206","2022-11-04",1,45.43272,-73.93943,"random",5.98036595620215,19.3801774363965,-73.9394046393933,45.4327707602247
"15","206","2022-11-07",1,45.43207,-73.93905,"random",98.6460212152451,242.261960618198,-73.940165747409,45.4316568876139
"16","206","2022-11-08",1,45.43142,-73.93887,"random",270.393750281073,277.894558534026,-73.9422926553472,45.4317541095941
"17","206","2022-11-09",1,45.43285,-73.93948,"random",74.792238813825,93.3821725286543,-73.9385258652712,45.4328102945901
"18","206","2022-11-10",1,45.43096,-73.93881,"random",161.785372789018,254.309614961967,-73.9408003985239,45.430566308197
"19","206","2022-11-15",1,45.43198,-73.93894,"random",49.3126024492085,292.873612018302,-73.9395206235306,45.4321524634621
"20","206","2022-11-17",1,45.43178,-73.93883,"random",276.179608795792,326.161179570481,-73.9407954168471,45.4338440134155
"21","206","2022-11-22",1,45.43158,-73.93925,"random",149.132782872766,319.801580356434,-73.9404800858388,45.432604911994
"22","206","2022-12-02",1,45.43289,-73.93945,"random",114.558151178062,40.1432759407908,-73.9385061534406,45.4336779395019
"23","206","2022-12-08",1,45.43084,-73.93859,"random",251.007328578271,12.0708145480603,-73.937919196924,45.4330485372128
"24","206","2022-12-15",1,45.43238,-73.93919,"random",144.233006285504,196.48396929726,-73.9397129900926,45.4311355805816
"25","206","2022-12-21",1,45.43,-73.93842,"random",6.77031478844583,57.834346415475,-73.9383467628935,45.4300324302385
"26","206","2023-01-04",1,45.43253,-73.94022,"random",225.297336839139,127.044528415427,-73.9379220060386,45.4313087527474
"27","206","2023-01-12",1,45.43294,-73.94007,"random",270.417746482417,180.053055938333,-73.9400731999198,45.4305068786327
"28","206","2023-01-19",1,45.43309,-73.93984,"random",14.3610142869875,202.825047103688,-73.9399111929779,45.432970903098
"29","206","2023-01-25",1,45.42996,-73.93822,"random",91.3113248068839,160.8396706637,-73.9378370320061,45.4291839250843
"30","206","2023-02-08",1,45.4315,-73.93868,"random",56.8658221280202,320.334662022069,-73.9391438536,45.4318938664399
"31","206","2023-02-16",1,45.42912,-73.93904,"random",67.2251273179427,268.683231091127,-73.9398988133636,45.4291060969474
"32","206","2023-03-03",1,45.43018,-73.93834,"random",169.219747348689,78.7367110792547,-73.9362192117394,45.4304773671427
"33","206","2023-03-09",1,45.43018,-73.93822,"random",201.391441072337,300.541916079819,-73.9404365179347,45.4311008046877
"34","206","2023-03-15",1,45.43,-73.93803,"random",172.165995743126,66.2970053683966,-73.9360155041428,45.4306227090879
"35","206","2023-03-19",1,45.4301,-73.93834,"random",298.038384807296,348.943297164515,-73.9390704424792,45.4327318638559
"36","206","2023-03-21",1,45.4333,-73.93993,"random",112.860625935718,185.775992441922,-73.9400751499421,45.4322896760749
"37","206","2023-03-24",1,45.43008,-73.93829,"random",173.649961967021,298.987421644852,-73.9402310732446,45.4308371697964
"38","206","2023-03-27",1,45.4333,-73.93986,"random",105.613289005123,270.897934762761,-73.9412095201451,45.4333148839788
"39","206","2023-03-29",1,45.43075,-73.93958,"random",19.1933107562363,171.328661162406,-73.9395430216606,45.4305792793969
"40","206","2023-04-03",1,45.43034,-73.93778,"random",293.86607373599,27.605917705223,-73.9360397841593,45.4326830730361
"41","207","2022-10-10",1,45.42953,-73.93798,"random",156.590781686828,205.019280156121,-73.9388262584831,45.4282532561367
"42","207","2022-10-11",1,45.42932,-73.94029,"random",215.702593233436,230.99624119699,-73.9424319484846,45.4280984858796
"43","207","2022-10-12",1,45.43099,-73.93957,"random",288.579884986393,79.7832923568785,-73.9359406862526,45.4314504949656
"44","207","2022-10-13",1,45.42967,-73.93741,"random",214.460339164361,83.8477205391973,-73.9346852526414,45.4298767693633
"45","207","2022-10-14",1,45.42941,-73.93762,"random",41.0568798193708,53.2786114700139,-73.937199463402,45.4296308816509
"46","207","2022-10-15",1,45.42946,-73.93856,"random",270.858524367213,215.2803037595,-73.9405590411796,45.4274704979339
"47","207","2022-10-16",1,45.42977,-73.9384,"random",32.4287435039878,30.6396345701069,-73.9381888069086,45.4300210463379
"48","207","2022-10-17",1,45.42973,-73.93833,"random",108.183115278371,307.065246636048,-73.9394331285501,45.4303166823087
"49","207","2022-10-18",1,45.43016,-73.93781,"random",266.415853472427,349.696210334077,-73.9384189743847,45.4325184555724
"50","207","2022-10-19",1,45.42994,-73.93819,"random",220.714044081978,245.759967109188,-73.9407617426354,45.4291246366023
"51","207","2022-10-20",1,45.43066,-73.93932,"random",267.074177227914,6.92624134942889,-73.9389084139039,45.4330455005164
"52","207","2022-10-21",1,45.43078,-73.93946,"random",2.63802325353026,138.53621698916,-73.9394376783,45.4307622128496
"53","207","2022-10-22",1,45.42906,-73.93781,"random",102.628995291889,166.392081705853,-73.9375014517161,45.4281625017696
"54","207","2022-10-23",1,45.43128,-73.93857,"random",89.0808358322829,280.540314652026,-73.9396891629293,45.4314266139911
"55","207","2022-10-24",1,45.42991,-73.9396,"random",261.504908767529,190.520550962538,-73.9402101306091,45.4275966232277
"56","207","2022-10-25",1,45.43136,-73.93898,"random",284.170039789751,83.3848327863961,-73.9353727302068,45.4316544936789
"57","207","2022-10-26",1,45.43103,-73.93878,"random",62.4718363629654,233.737484626472,-73.939423699697,45.4306975243898
"58","207","2022-10-28",1,45.43058,-73.93991,"random",270.089584286325,157.064473796636,-73.9385650419681,45.4283419410804
"59","207","2022-10-30",1,45.43005,-73.93963,"random",258.809051080607,245.624507172033,-73.9426424021666,45.4290888825662
"60","207","2022-10-31",1,45.42997,-73.93826,"random",52.6383735705167,238.326658168808,-73.9388324623463,45.4297213114278
"61","207","2022-11-01",1,45.43069,-73.93897,"random",119.015480275266,12.5276207271963,-73.938640097564,45.4317353629652
"62","207","2022-11-02",1,45.4311,-73.94022,"random",245.037837442942,236.932250624523,-73.9428440889748,45.4298969839906
"63","207","2022-11-04",1,45.43084,-73.93896,"random",72.2822388634086,346.594389416277,-73.9391741538534,45.4314726491519
"64","207","2022-11-07",1,45.43081,-73.93945,"random",120.885427272879,276.707045696676,-73.9409842193364,45.4309370234423
"65","207","2022-11-08",1,45.42901,-73.93857,"random",299.242896633223,356.392739089206,-73.9388105988567,45.4316971467797
"66","207","2022-11-09",1,45.42941,-73.93893,"random",35.7583899283782,23.2571356371045,-73.9387495712819,45.4297055971697
"67","207","2022-11-10",1,45.43107,-73.93913,"random",30.5725585436448,345.517195165157,-73.9392277070957,45.4313363396375
"68","207","2022-11-15",1,45.43124,-73.93878,"random",83.9282997418195,4.85641258768737,-73.9386892001309,45.4319924458554
"69","207","2022-11-17",1,45.43108,-73.93841,"random",23.1122653232887,65.6520414724946,-73.9381409168902,45.4311657351529
"70","207","2022-11-22",1,45.42963,-73.93838,"random",155.955033120699,72.0722678303719,-73.936483850766,45.430061922
"71","207","2022-12-02",1,45.42915,-73.93851,"random",44.594844407402,282.929450171068,-73.9390654111372,45.4292397784895
"72","207","2022-12-08",1,45.43079,-73.93866,"random",237.134590814821,148.85976950638,-73.9370929634184,45.428963786592
"73","207","2022-12-15",1,45.42986,-73.9396,"random",155.855643097311,167.504008887336,-73.9391690773357,45.4284908847684
"74","207","2022-12-21",1,45.42985,-73.93866,"random",113.345966488123,93.9693188946694,-73.9372150591012,45.4297793947304
"75","207","2023-01-04",1,45.42969,-73.93879,"random",47.8302353527397,316.737313633785,-73.9392088900386,45.4300033953261
"76","207","2023-01-12",1,45.42998,-73.93845,"random",87.0272564934567,275.805367911234,-73.9395563978878,45.4300591987946
"77","207","2023-01-19",1,45.42908,-73.93878,"random",196.376611408778,51.4859678875655,-73.9368164606662,45.4301802598824
"78","207","2023-01-25",1,45.43,-73.93841,"random",251.148866233416,354.496162589639,-73.9387178307747,45.4322493297801
"79","207","2023-02-08",1,45.43111,-73.93826,"random",164.059911109507,354.134082309902,-73.938474271963,45.4325784228701
"80","207","2023-02-16",1,45.42923,-73.93922,"random",112.121944036335,155.80659580417,-73.9386328386857,45.428309773309
"81","207","2023-03-01",1,45.43018,-73.93834,"random",173.618866922334,349.392733052373,-73.9387484096533,45.4317154659201
"82","207","2023-03-03",1,45.42938,-73.93833,"random",87.2675807448104,117.241243058816,-73.9373385325604,45.4290205784617
"83","208","2022-10-08",1,45.43113,-73.93878,"random",47.024236083962,132.666970258579,-73.9383381399903,45.4308432441033
"84","208","2022-10-09",1,45.43044,-73.93912,"random",48.3881631167606,33.7991525698453,-73.9387760224942,45.4308017966782
"85","208","2022-10-10",1,45.42975,-73.93842,"random",209.328630007803,54.9377963785082,-73.9362304356106,45.4308319644115
"86","208","2022-10-11",1,45.43002,-73.93935,"random",26.6968481708318,58.7824092339724,-73.9390582437709,45.4301444973415
"87","208","2022-10-13",1,45.42995,-73.93961,"random",224.296775716357,142.601460395381,-73.9378692271612,45.428346712962
"88","208","2022-10-14",1,45.43019,-73.93933,"random",92.9219307610765,250.480319196358,-73.94044918003,45.4299106350365
"89","208","2022-10-15",1,45.4311,-73.939,"random",249.87957472913,119.599346006289,-73.9362235537942,45.4299894453728
"90","208","2022-10-16",1,45.43052,-73.9399,"random",152.63840588741,223.680702606216,-73.9412471002875,45.4295267593407
"91","208","2022-10-17",1,45.43003,-73.93834,"random",162.303065671586,168.430542284623,-73.9379240513262,45.4285993244106
"92","208","2022-10-18",1,45.43006,-73.93971,"random",219.190249918029,176.539391130209,-73.939540932119,45.4280913995188
"93","208","2022-10-19",1,45.42961,-73.93957,"random",279.199443385005,343.29189106822,-73.9405957715427,45.4320160749037
"94","208","2022-10-20",1,45.43072,-73.93967,"random",39.2447238788009,93.1907867733389,-73.9391692723566,45.4307003444582
"95","208","2022-10-21",1,45.43015,-73.93908,"random",74.1027845302597,280.452329730615,-73.9400112327875,45.4302709563578
